名前,pokeID,dexID,育て方,ブースト,種族値,ランク,実数値
ケンタロス(パルデアのすがた(コンバット)),158,102,準速,スカーフ,100,0,228
ケンタロス(パルデアのすがた(ブレイズ)),159,103,準速,スカーフ,100,0,228
ケンタロス(パルデアのすがた(ウォーター)),160,104,準速,スカーフ,100,0,228
サンダー(原種),178,117,準速,スカーフ,100,0,228
サンダー(ガラルのすがた),179,118,準速,スカーフ,100,0,228
ミュウ,186,125,準速,スカーフ,100,0,228
バクフーン(原種),192,131,準速,スカーフ,100,0,228
ケッキング,332,235,準速,スカーフ,100,0,228
フライゴン,373,256,準速,スカーフ,100,0,228
ボーマンダ,416,280,準速,スカーフ,100,0,228
ムクホーク,444,298,準速,スカーフ,100,0,228
パルキア(通常),538,368,準速,スカーフ,100,0,228
シェイミ(ランドフォルム),548,374,準速,スカーフ,100,0,228
ウルガモス,707,456,準速,スカーフ,100,0,228
キュワワー,863,558,準速,スカーフ,100,0,228
リククラゲ,1069,696,準速,スカーフ,100,0,228
イルカマン(マイティフォルム),1085,711,準速,スカーフ,100,0,228
イダイナキバ,1108,733,最速,スカーフ,87,0,228
イダイナキバ,1108,733,最速,こだいかっせい,87,1,228
セグレイブ,1122,747,最速,スカーフ,87,0,228
イーユイ,1129,753,準速,スカーフ,100,0,228
トロピウス,400,273,最速,ようりょくそ,51,2,226
ロトム(ヒート),528,358,最速,スカーフ,86,0,226
ロトム(ウォッシュ),529,359,最速,スカーフ,86,0,226
ロトム(フロスト),530,360,最速,スカーフ,86,0,226
ロトム(スピン),531,361,最速,スカーフ,86,0,226
ロトム(カット),532,362,最速,スカーフ,86,0,226
キラフロル,1091,717,最速,スカーフ,86,0,226
キチキギス,1143,765,準速,スカーフ,99,0,226
ゴルダック,66,39,最速,スカーフ,85,0,225
シードラ,145,97,最速,スカーフ,85,0,225
フリーザー(原種),176,115,最速,スカーフ,85,0,225
エイパム,226,158,最速,スカーフ,85,0,225
ムウマ,238,169,最速,スカーフ,85,0,225
キリンリキ,241,170,最速,スカーフ,85,0,225
グライガー,245,174,最速,スカーフ,85,0,225
ハリーセン(原種),249,177,最速,スカーフ,85,0,225
ハリーセン(ヒスイのすがた),250,178,最速,スカーフ,85,0,225
ヘラクロス,253,180,最速,スカーフ,85,0,225
キングドラ,271,193,最速,スカーフ,85,0,225
オドシシ,275,197,最速,スカーフ,85,0,225
キャモメ,321,224,最速,スカーフ,85,0,225
バルビート,356,245,最速,スカーフ,85,0,225
イルミーゼ,357,246,最速,スカーフ,85,0,225
ブイゼル,466,311,最速,スカーフ,85,0,225
ドクロッグ,502,337,最速,スカーフ,85,0,225
クレセリア,544,373,最速,スカーフ,85,0,225
ダイケンキ(ヒスイのすがた),561,386,最速,スカーフ,85,0,225
バスラオ(あかすじ),610,402,準速,スカーフ,98,0,225
バスラオ(しろすじ),611,403,準速,スカーフ,98,0,225
バスラオ(しろすじ),611,403,準速,びびり,98,1,225
スワンナ,649,422,準速,スカーフ,98,0,225
サザンドラ,705,454,準速,スカーフ,98,0,225
ジャラランガ,884,569,最速,スカーフ,85,0,225
ゴリランダー,915,573,最速,スカーフ,85,0,225
ウッウ,948,595,最速,スカーフ,85,0,225
イエッサン(メスのすがた),982,619,最速,スカーフ,85,0,225
ジュラルドン,990,623,最速,スカーフ,85,0,225
バサギリ,1012,642,最速,スカーフ,85,0,225
ハリーマン,1018,648,最速,スカーフ,85,0,225
ウェーニバル,1029,659,最速,スカーフ,85,0,225
パモット,1038,668,最速,スカーフ,85,0,225
ソウブレイズ,1057,684,最速,スカーフ,85,0,225
マフィティフ,1063,690,最速,スカーフ,85,0,225
フシギソウ,1,1,準速,ようりょくそ,60,2,224
ラフレシア,51,28,最速,ようりょくそ,50,2,224
タッツー,144,96,準速,すいすい,60,2,224
キレイハナ,218,150,最速,ようりょくそ,50,2,224
ハネッコ,223,155,最速,ようりょくそ,50,2,224
ハスブレロ,314,219,最速,すいすい,50,2,224
コノハナ,317,222,準速,ようりょくそ,60,2,224
ユキワラシ,404,275,最速,ムラっけ,50,2,224
ツンベアー,682,439,最速,ゆきかき,50,2,224
ツンベアー,682,439,最速,すいすい,50,2,224
バルチャイ,699,450,準速,くだけるよろい,60,2,224
ヤバチャ,958,601,最速,くだけるよろい,50,2,224
カプサイジ,1071,698,最速,ようりょくそ,50,2,224
ラブカス,413,277,準速,スカーフ,97,0,223
スカタンク,483,322,最速,スカーフ,84,0,223
オノノクス,680,437,準速,スカーフ,97,0,223
ゲコガシラ,734,471,準速,スカーフ,97,0,223
ヒノヤコマ,740,474,最速,スカーフ,84,0,223
アブリー,838,539,最速,スカーフ,84,0,223
モルペコ,983,620,準速,スカーフ,97,0,223
ウーラオス(いちげきのかた),1001,633,準速,スカーフ,97,0,223
ウーラオス(れんげきのかた),1002,634,準速,スカーフ,97,0,223
サーフゴー,1125,749,最速,スカーフ,84,0,223
マルマイン(原種),125,83,最速,,150,0,222
マルマイン(ヒスイのすがた),126,84,最速,,150,0,222
ブビィ,281,202,最速,スカーフ,83,0,222
ブーバーン,515,346,最速,スカーフ,83,0,222
ジャノビー,553,378,最速,スカーフ,83,0,222
ミミッキュ,878,565,準速,スカーフ,96,0,222
ニャローテ,1022,652,最速,スカーフ,83,0,222
ディグダ(原種),56,31,準速,スカーフ,95,0,220
オコリザル,68,41,準速,スカーフ,95,0,220
ウインディ(原種),71,44,準速,スカーフ,95,0,220
ゴースト,116,77,準速,スカーフ,95,0,220
フリーザー(ガラルのすがた),177,116,準速,スカーフ,95,0,220
バクフーン(ヒスイのすがた),193,132,準速,スカーフ,95,0,220
ヤンヤンマ,229,161,準速,スカーフ,95,0,220
ヤンヤンマ,229,161,準速,かそく,95,1,220
ヘルガー,270,192,準速,スカーフ,95,0,220
エレキッド,280,201,準速,スカーフ,95,0,220
ジュプトル,294,208,準速,スカーフ,95,0,220
プラスル,354,243,準速,スカーフ,95,0,220
マイナン,355,244,準速,スカーフ,95,0,220
レックウザ,427,286,準速,スカーフ,95,0,220
パチリス,465,310,準速,スカーフ,95,0,220
ガバイト,492,329,最速,スカーフ,82,0,220
エレキブル,514,345,準速,スカーフ,95,0,220
エレキブル,514,345,準速,でんきエンジン,95,1,220
メガヤンマ,517,347,準速,スカーフ,95,0,220
メガヤンマ,517,347,準速,かそく,95,1,220
リーフィア,518,348,準速,スカーフ,95,0,220
グライオン,520,350,準速,スカーフ,95,0,220
ユクシー,533,363,準速,スカーフ,95,0,220
メブキジカ,654,424,準速,スカーフ,95,0,220
ルガルガン(まよなかのすがた),842,543,最速,スカーフ,82,0,220
イエッサン(オスのすがた),981,618,準速,スカーフ,95,0,220
ドラメシヤ,991,624,最速,スカーフ,82,0,220
ザシアン(けんのおう),995,628,最速,,148,0,220
レジエレキ,1004,636,無振,,200,0,220
バウッツェル,1044,674,準速,スカーフ,95,0,220
ウミディグダ,1080,707,準速,スカーフ,95,0,220
ウミディグダ,1080,707,準速,びびり,95,1,220
オトシドリ,1082,709,最速,スカーフ,82,0,220
シャリタツ(のびたすがた),1101,725,最速,スカーフ,82,0,220
シャリタツ(そったすがた),1099,726,最速,スカーフ,82,0,220
シャリタツ(たれたすがた),1100,727,最速,スカーフ,82,0,220
ギャラドス,162,106,最速,スカーフ,81,0,219
ミロカロス,393,268,最速,スカーフ,81,0,219
モウカザル,437,291,最速,スカーフ,81,0,219
ラビフット,917,575,準速,スカーフ,94,0,219
デカヌチャン,1079,706,準速,スカーフ,94,0,219
チヲハウハネ,1112,737,最速,スカーフ,81,0,219
チヲハウハネ,1112,737,最速,こだいかっせい,81,1,219
フシギバナ,2,2,最速,スカーフ,80,0,217
リザード,4,4,最速,スカーフ,80,0,217
アーボック,25,10,最速,スカーフ,80,0,217
ゴース,115,76,最速,スカーフ,80,0,217
ブーバー,155,100,準速,スカーフ,93,0,217
コイキング,161,105,最速,スカーフ,80,0,217
コイキング,161,105,最速,びびり,80,1,217
カイリュー,184,123,最速,スカーフ,80,0,217
メガニウム,189,128,最速,スカーフ,80,0,217
マグマラシ,191,130,最速,スカーフ,80,0,217
ポポッコ,224,156,最速,スカーフ,80,0,217
バシャーモ,298,212,最速,スカーフ,80,0,217
バシャーモ,298,212,最速,かそく,80,1,217
ダーテング,318,223,最速,スカーフ,80,0,217
サーナイト,325,228,最速,スカーフ,80,0,217
アメモース,327,230,最速,スカーフ,80,0,217
チャーレム,351,242,最速,スカーフ,80,0,217
ブーピッグ,369,253,最速,スカーフ,80,0,217
チルタリス,377,260,最速,スカーフ,80,0,217
ヒンバス,392,267,最速,スカーフ,80,0,217
オニゴーリ,405,276,最速,スカーフ,80,0,217
ムクバード,443,297,最速,スカーフ,80,0,217
フワライド,474,317,最速,スカーフ,80,0,217
マンムー,521,351,最速,スカーフ,80,0,217
エルレイド,523,353,最速,スカーフ,80,0,217
エルレイド,523,353,最速,ふくつのこころ,80,1,217
エムリット,534,364,最速,スカーフ,80,0,217
シャンデラ,677,434,最速,スカーフ,80,0,217
ウォーグル(原種),697,448,最速,スカーフ,80,0,217
バルジーナ,700,451,最速,スカーフ,80,0,217
ヌメルゴン(原種),787,502,最速,スカーフ,80,0,217
オドリドリ(めらめらスタイル),834,535,準速,スカーフ,93,0,217
オドリドリ(ぱちぱちスタイル),835,536,準速,スカーフ,93,0,217
オドリドリ(ふらふらスタイル),836,537,準速,スカーフ,93,0,217
オドリドリ(まいまいスタイル),837,538,準速,スカーフ,93,0,217
ナゲツケサル,865,560,最速,スカーフ,80,0,217
バチンキー,914,572,最速,スカーフ,80,0,217
レジドラゴ,1005,637,最速,スカーフ,80,0,217
バドレックス(通常),1008,640,最速,スカーフ,80,0,217
イイネイヌ,1141,763,最速,スカーフ,80,0,217
ハハコモリ,600,396,準速,スカーフ,92,0,216
ワルビアル,614,406,準速,スカーフ,92,0,216
ハギギシリ,879,566,準速,スカーフ,92,0,216
エクスレッグ,1036,666,準速,スカーフ,92,0,216
イキリンコ(グリーンフェザー),1048,678,準速,スカーフ,92,0,216
カメックス,8,8,最速,スカーフ,78,0,214
コダック,65,38,準速,すいすい,55,2,214
ウツドン,83,50,準速,ようりょくそ,55,2,214
ナッシー(原種),128,86,準速,ようりょくそ,55,2,214
オーダイル,196,135,最速,スカーフ,78,0,214
ヤミカラス,235,166,準速,スカーフ,91,0,214
ネオラント,505,339,準速,スカーフ,91,0,214
ロトム(通常),527,357,準速,スカーフ,91,0,214
ランドロス(れいじゅうフォルム),718,462,準速,スカーフ,91,0,214
イダイトウ(オスのすがた),1015,645,最速,スカーフ,78,0,214
イダイトウ(メスのすがた),1016,646,最速,スカーフ,78,0,214
ナカヌチャン,1078,705,最速,スカーフ,78,0,214
ピカチュウ,26,11,準速,スカーフ,90,0,213
モルフォン,55,30,準速,スカーフ,90,0,213
ディグダ(アローラのすがた),57,32,準速,スカーフ,90,0,213
ニャース(原種),60,35,準速,スカーフ,90,0,213
ウインディ(ヒスイのすがた),72,45,準速,スカーフ,90,0,213
ニョロモ,73,46,準速,スカーフ,90,0,213
ニョロゾ,74,47,準速,スカーフ,90,0,213
ファイヤー(原種),180,119,準速,スカーフ,90,0,213
ファイヤー(ガラルのすがた),181,120,準速,スカーフ,90,0,213
オオタチ,198,137,準速,スカーフ,90,0,213
ヤルキモノ,331,234,準速,スカーフ,90,0,213
ザングース,378,261,準速,スカーフ,90,0,213
カイオーガ,425,284,準速,スカーフ,90,0,213
グラードン,426,285,準速,スカーフ,90,0,213
ルカリオ,496,333,準速,スカーフ,90,0,213
ルカリオ,496,333,準速,ふくつのこころ,90,1,213
ポリゴンZ,522,352,準速,スカーフ,90,0,213
ディアルガ(通常),536,366,準速,スカーフ,90,0,213
ディアルガ(オリジンフォルム),537,367,準速,スカーフ,90,0,213
ギラティナ(アナザーフォルム),542,371,準速,スカーフ,90,0,213
ギラティナ(オリジンフォルム),543,372,準速,スカーフ,90,0,213
ドレディア(原種),607,400,準速,スカーフ,90,0,213
ニャヒート,819,520,準速,スカーフ,90,0,213
ジメレオン,920,578,準速,スカーフ,90,0,213
ドラパルト,993,626,最速,,142,0,213
アノホラグサ,1067,694,準速,スカーフ,90,0,213
ブロロローム,1087,713,準速,スカーフ,90,0,213
カラミンゴ,1094,720,準速,スカーフ,90,0,213
コノヨザル,1102,728,準速,スカーフ,90,0,213
フシギダネ,0,0,最速,ようりょくそ,45,2,212
ヒードラン,540,370,最速,スカーフ,77,0,211
ビビヨン,744,478,準速,スカーフ,89,0,211
ヤトウモリ,856,553,最速,スカーフ,77,0,211
アオガラス,925,583,最速,スカーフ,77,0,211
エビワラー,134,89,最速,スカーフ,76,0,210
シママ,580,387,最速,スカーフ,76,0,210
シママ,580,387,最速,でんきエンジン,76,1,210
ドリュウズ,588,390,準速,スカーフ,88,0,210
カムカメ,936,585,最速,すいすい,44,2,210
ザシアン(れきせんのゆうしゃ),994,627,最速,,138,0,209
ザマゼンタ(れきせんのゆうしゃ),996,629,最速,,138,0,209
ドードー,105,66,最速,スカーフ,75,0,208
サワムラー,133,88,準速,スカーフ,87,0,208
デリバード,266,189,最速,スカーフ,75,0,208
ドーブル,276,198,最速,スカーフ,75,0,208
チラーミィ,640,413,最速,スカーフ,75,0,208
シキジカ,653,423,最速,スカーフ,75,0,208
フラージェス,749,483,最速,スカーフ,75,0,208
クレッフィ,789,504,最速,スカーフ,75,0,208
ケララッパ,825,526,最速,スカーフ,75,0,208
ストリンダー(ハイなすがた),952,599,最速,スカーフ,75,0,208
ストリンダー(ローなすがた),953,600,最速,スカーフ,75,0,208
タイレーツ,974,612,最速,スカーフ,75,0,208
ワッカネズミ,1040,670,最速,スカーフ,75,0,208
グレンアルマ,1056,683,最速,スカーフ,75,0,208
シルシュルー,1064,691,最速,スカーフ,75,0,208
ガケガニ,1070,697,最速,スカーフ,75,0,208
ガケガニ,1070,697,最速,いかりのこうら,75,1,208
スコヴィラン,1072,699,最速,スカーフ,75,0,208
ヒラヒナ,1075,702,最速,スカーフ,75,0,208
