ID,全国,名前,フォルム,GEN,FID,RID,TID,IID,名前(フォルム),タイプ1,,タイプ2,,HP,攻撃,防御,特攻,特防,素早,合計,とくせい1,とくせい2,夢特性,重さ(kg),スプライト名,スプライトID,アイコンID,アイコン名
95,0078,ギャロップ,原種,1,00,00,00,,ギャロップ(原種),ほのお,fire,なし,none,65,100,70,80,80,105,500,にげあし,もらいび,ほのおのからだ,95,pm0078_00_00_00,,1UW4wg3Ah7xGIff_ooAgwDButyhwEII-v,Pokémon-Icon_078
96,0078,ギャロップ,ガラルのすがた,8,00,31,00,a,ギャロップ(ガラルのすがた),エスパー,psychic,フェアリー,fairy,65,100,70,80,80,105,500,にげあし,パステルベール,きけんよち,80,pm0078_00_00_00,,1zJOU6SkdYcXJGZ4iYu4WNzii9JbWteun,Pokémon-Icon_078a
97,0079,ヤドン,原種,1,00,00,00,,ヤドン(原種),みず,water,エスパー,psychic,90,65,65,40,40,15,315,どんかん,マイペース,さいせいりょく,36,pm0079_00_00_00,1kic4IiLAQBVobJe2blujpshky0De-19l,1Zlxxo8opjpCC4Yqnf2jEwWqlGknUDokA,Pokémon-Icon_079
98,0079,ヤドン,ガラルのすがた,8,00,31,00,a,ヤドン(ガラルのすがた),エスパー,psychic,なし,none,90,65,65,40,40,15,315,くいしんぼう,マイペース,さいせいりょく,36,pm0079_00_31_00,1_EuNgf911LESLKQS-uP1AQQ-AtNeKnzN,1R0oR1qLqe2TS3D6nSFzBY88kFRfMm9_Y,Pokémon-Icon_079a
99,0080,ヤドラン,原種,1,00,00,00,,ヤドラン(原種),みず,water,エスパー,psychic,95,75,110,100,80,30,490,どんかん,マイペース,さいせいりょく,78.5,pm0080_00_00_00,1h4X5LHPp3rIbNODeubPw840Vj3tQtwk_,17QGWtVr0OGxkW7W1qpuLaVA1OKRpdUUi,Pokémon-Icon_080
100,0080,ヤドラン,ガラルのすがた,8,00,31,00,a,ヤドラン(ガラルのすがた),どく,poison,エスパー,psychic,95,100,95,100,70,30,490,クイックドロウ,マイペース,さいせいりょく,70.5,pm0080_00_31_00,1sbhqZAEp4wTKi43OMsje5K77M1EBDvO7,1ibA9dISIsX7nzHWHRxKz6wlcFOeJ6XNz,Pokémon-Icon_080a
101,0081,コイル,,1,00,00,00,,コイル,でんき,electric,はがね,steel,25,35,70,95,55,45,325,じりょく,がんじょう,アナライズ,6,pm0081_00_00_00,1KQcE-J4P9MynBB8_u_0ka2hQsISCZGOk,1KOkfAv8U7_eFycirIy0e-SH5BYKCPo3B,Pokémon-Icon_081
102,0082,レアコイル,,1,00,00,00,,レアコイル,でんき,electric,はがね,steel,50,60,95,120,70,70,465,じりょく,がんじょう,アナライズ,60,pm0082_00_00_00,1Bm-uK4vGaYjXa7qCR23OLOAezYfjipfj,1BCJ79j9VPhQDaB1AWXl0yNG2jbZ4IsYi,Pokémon-Icon_082
103,0083,カモネギ,原種,1,00,00,00,,カモネギ(原種),ノーマル,normal,ひこう,flying,52,90,55,58,62,60,377,するどいめ,せいしんりょく,まけんき,15,pm0083_00_00_00,,1HV11I2iSj9kFYlzRsZ9cGNgfHRpIk34p,Pokémon-Icon_083
104,0083,カモネギ,ガラルのすがた,8,00,31,00,a,カモネギ(ガラルのすがた),かくとう,fighting,なし,none,52,95,55,58,62,55,377,ふくつのこころ,,きもったま,42,pm0083_00_31_00,,1v0PzREM_IxhL6QXf-hcWv1TTZskKwGpj,Pokémon-Icon_083a
105,0084,ドードー,,1,00,00,00,,ドードー,ノーマル,normal,ひこう,flying,35,85,45,35,35,75,310,にげあし,はやおき,ちどりあし,39.2,pm0084_00_00_00,,1mhDlmUr8KeNzPcTbC0QpXI5VR7XFjuU7,Pokémon-Icon_084
106,0085,ドードリオ,,1,00,00,00,,ドードリオ,ノーマル,normal,ひこう,flying,60,110,70,60,60,110,470,にげあし,はやおき,ちどりあし,85.2,pm0085_00_00_00,,1oMfb6tYCkfCnVdrUxnR4mszi-kOgsBYK,Pokémon-Icon_085
107,0086,パウワウ,,1,00,00,00,,パウワウ,みず,water,なし,none,65,45,55,45,70,45,325,あついしぼう,うるおいボディ,アイスボディ,90,pm0086_00_00_00,,1ta_xNcaj6Kfuoy4vy-J_XcCOYcEzgmfD,Pokémon-Icon_086
108,0087,ジュゴン,,1,00,00,00,,ジュゴン,みず,water,こおり,ice,90,70,80,70,95,70,475,あついしぼう,うるおいボディ,アイスボディ,120,pm0087_00_00_00,,1cE2279dA4z7lmIbqQQB6dZrE5PoU9Wh8,Pokémon-Icon_087
109,0088,ベトベター,原種,1,00,00,00,,ベトベター(原種),どく,poison,なし,none,80,80,50,40,50,25,325,あくしゅう,ねんちゃく,どくしゅ,30,pm0088_00_00_00,1TLaxXYq04zDMOxfhIjCRdmQOS7RloxS0,1jSmmuWW6yiqwxcgsOCXlYc0AJbXC4jCL,Pokémon-Icon_088
110,0088,ベトベター,アローラのすがた,7,00,11,00,a,ベトベター(アローラのすがた),どく,poison,あく,dark,80,80,50,40,50,25,325,どくしゅ,くいしんぼう,かがくのちから,42,pm0088_00_11_00,1N0ulGVB8rVu7NmVIcTj_JioR1Ks55kfl,1PFu-DutIpZe8zB_QrBHW1jmGxDO8mCV-,Pokémon-Icon_088a
111,0089,ベトベトン,原種,1,00,00,00,,ベトベトン(原種),どく,poison,なし,none,105,105,75,65,100,50,500,あくしゅう,ねんちゃく,どくしゅ,30,pm0089_00_00_00,1PLVPx-N4E_iMzBbF0Yx9Td8d7he4B9mg,1681G2VeLpZDIoEf2pCfSSx8TjioDWs-G,Pokémon-Icon_089
112,0089,ベトベトン,アローラのすがた,7,00,11,00,a,ベトベトン(アローラのすがた),どく,poison,あく,dark,105,105,75,65,100,50,500,どくしゅ,くいしんぼう,かがくのちから,52,pm0089_00_11_00,1tXRZanUCshJWNjNjBH5DocSeZpnPbjhq,15Us6gAabLboV5GDd5coU3PfF-HccFKTe,Pokémon-Icon_089a
113,0090,シェルダー,,1,00,00,00,,シェルダー,みず,water,なし,none,30,65,100,45,25,40,305,シェルアーマー,スキルリンク,ぼうじん,4,pm0090_00_00_00,1B-pJpQTrFehqgbdcpSBgJV08r6Z3ZOkL,1dpTIABUWYlZ3tKgwFoub3hzqPSrQlHjt,Pokémon-Icon_090
114,0091,パルシェン,,1,00,00,00,,パルシェン,みず,water,こおり,ice,50,95,180,85,45,70,525,シェルアーマー,スキルリンク,ぼうじん,132.5,pm0091_00_00_00,1aTiLrosJeIEmHOUfvu3Njp6C1lDzbzV3,1YlWVgT3kG0hLgTjdaKX20H14uYFFA2zB,Pokémon-Icon_091
115,0092,ゴース,,1,00,00,00,,ゴース,ゴースト,ghost,どく,poison,30,35,30,100,35,80,310,ふゆう,,,0.1,pm0092_00_00_00,1rms20r-JqbGKZjowF4qNMYN2PTLUzBIV,1V6BYJJljGgebnwJGZkYiLgzui7t-SWAi,Pokémon-Icon_092
116,0093,ゴースト,,1,00,00,00,,ゴースト,ゴースト,ghost,どく,poison,45,50,45,115,55,95,405,ふゆう,,,0.1,pm0093_00_00_00,1l37GthhQoJSWuV_qgN-_ByQISy9DopwF,1Td8HGFIFouHkkDv3j_px7Cu0lSV0AN9i,Pokémon-Icon_093
117,0094,ゲンガー,,1,00,00,00,,ゲンガー,ゴースト,ghost,どく,poison,60,65,60,130,75,110,500,のろわれボディ,,,40.5,pm0094_00_00_00,1b_Muu74QJRYEfFumzpf5jzADwqwob7-n,1t4eQ-nHU_wlcu6S7iI4sq8Fn1R1z7FRW,Pokémon-Icon_094
118,0095,イワーク,,1,00,00,00,,イワーク,いわ,rock,じめん,ground,35,45,160,30,45,70,385,いしあたま,がんじょう,くだけるよろい,210,pm0095_00_00_00,,1jCmjFgfpgUgjqmMg24X7hh8gO1a-tW3w,Pokémon-Icon_095
119,0096,スリープ,,1,00,00,00,,スリープ,エスパー,psychic,なし,none,60,48,45,43,90,42,328,ふみん,よちむ,せいしんりょく,32.4,pm0096_00_00_00,1wXDVI8BsVjGoMoLNauO9fs47W15HoBb3,1k6fxaKt9-wdAA7J6LtQzBNvZheS6zQbk,Pokémon-Icon_096
120,0097,スリーパー,,1,00,00,00,,スリーパー,エスパー,psychic,なし,none,85,73,70,73,115,67,483,ふみん,よちむ,せいしんりょく,75.6,pm0097_00_00_00,1yA0fZqP1d7DiLRLq1TR5UT0cfrUiToqp,1QQ--pAuiS5xYYzgoBq_4ZKWMGEskssoY,Pokémon-Icon_097
121,0098,クラブ,,1,00,00,00,,クラブ,みず,water,なし,none,30,105,90,25,25,50,325,かいりきバサミ,シェルアーマー,ちからずく,6.5,pm0098_00_00_00,,1UlPar6aRoPxSxkqX_K1IUWl5yz7kdVWB,Pokémon-Icon_098
122,0099,キングラー,,1,00,00,00,,キングラー,みず,water,なし,none,55,130,115,50,50,75,475,かいりきバサミ,シェルアーマー,ちからずく,60,pm0099_00_00_00,,1GwpVR8iejoxMdfT5c2k4wzrIxh7iEMxT,Pokémon-Icon_099
123,0100,ビリリダマ,原種,1,00,00,00,,ビリリダマ(原種),でんき,electric,なし,none,40,30,50,55,55,100,330,ぼうおん,せいでんき,ゆうばく,10.4,pm0100_00_00_00,1p0aWNycEPSHh7HKMt7ZGhjtfVazKxV9K,1-IsKSdvZtxZmupvErvMjp9JZx--zE1c8,Pokémon-Icon_100
124,0100,ビリリダマ,ヒスイのすがた,8.5,00,41,00,a,ビリリダマ(ヒスイのすがた),でんき,electric,くさ,grass,40,30,50,55,55,100,330,ぼうおん,せいでんき,ゆうばく,13,pm0100_00_00_00,1p0aWNycEPSHh7HKMt7ZGhjtfVazKxV9K,1BuskrBDNV0qmJ8I0TaruDA91VkZpNLq1,Pokémon-Icon_100a
125,0101,マルマイン,原種,1,00,00,00,,マルマイン(原種),でんき,electric,なし,none,60,50,70,80,80,150,490,ぼうおん,せいでんき,ゆうばく,66.6,pm0101_00_00_00,1x60pW0VZL-RauZBx9N6OScZ_7vAAKFLb,1srpHfzKsBCqVk118OSPFikcqcJ5wDvdB,Pokémon-Icon_101
126,0101,マルマイン,ヒスイのすがた,8.5,00,41,00,a,マルマイン(ヒスイのすがた),でんき,electric,くさ,grass,60,50,70,80,80,150,490,ぼうおん,せいでんき,ゆうばく,71,pm0101_00_00_00,1x60pW0VZL-RauZBx9N6OScZ_7vAAKFLb,1_rPTatsFWNWT2SCUdol7GpXyr_N6OEH6,Pokémon-Icon_101a
127,0102,タマタマ,,1,00,00,00,,タマタマ,くさ,grass,エスパー,psychic,60,40,80,60,45,40,325,ようりょくそ,,しゅうかく,2.5,pm0102_00_00_00,,1AWVxQNYwxGNNVEGh_zRMKjvaEya-BECx,Pokémon-Icon_102
128,0103,ナッシー,原種,1,00,00,00,,ナッシー(原種),くさ,grass,エスパー,psychic,95,95,85,125,75,55,530,ようりょくそ,,しゅうかく,120,pm0103_00_00_00,,1PXnMc82UMH6MrAOJO82A2VFEIuBsUf0X,Pokémon-Icon_103
129,0103,ナッシー,アローラのすがた,7,00,11,00,a,ナッシー(アローラのすがた),くさ,grass,ドラゴン,dragon,95,105,85,125,75,45,530,おみとおし,,しゅうかく,415.6,pm0103_00_11_00,,1GxcbBftXXQ8YHwuvTdsSedP8nEihTOqu,Pokémon-Icon_103a
130,0104,カラカラ,,1,00,00,00,,カラカラ,じめん,ground,なし,none,50,50,95,40,50,35,320,いしあたま,ひらいしん,カブトアーマー,6.5,pm0104_00_00_00,,1yNti1A6pJCEnWMPdhFAm2tJN1na1EMXC,Pokémon-Icon_104
131,0105,ガラガラ,原種,1,00,00,00,,ガラガラ(原種),じめん,ground,なし,none,60,80,110,50,80,45,425,いしあたま,ひらいしん,カブトアーマー,45,pm0105_00_00_00,,1HgB8LPyd3hfYfIvOhdxFI7UdYesLh9w_,Pokémon-Icon_105
132,0105,ガラガラ,アローラのすがた,7,00,11,00,a,ガラガラ(アローラのすがた),ほのお,fire,ゴースト,ghost,60,80,110,50,80,45,425,のろわれボディ,ひらいしん,いしあたま,34,pm0105_00_11_00,,1Hcs35dRIBkI4bnE6sgF-MN9ya1FUM2NY,Pokémon-Icon_105a
133,0106,サワムラー,,1,00,00,00,,サワムラー,かくとう,fighting,なし,none,50,120,53,35,110,87,455,じゅうなん,すてみ,かるわざ,49.8,pm0106_00_00_00,,1FhV7XclE43mFygsoFuagqZEOCiyDx-pz,Pokémon-Icon_106
134,0107,エビワラー,,1,00,00,00,,エビワラー,かくとう,fighting,なし,none,50,105,79,35,110,76,455,するどいめ,てつのこぶし,せいしんりょく,50.2,pm0107_00_00_00,,1wgo4LGAVsitHbRD0CUsIZmdCPRDmpChs,Pokémon-Icon_107
135,0108,ベロリンガ,,1,00,00,00,,ベロリンガ,ノーマル,normal,なし,none,90,55,75,60,75,30,385,マイペース,どんかん,ノーてんき,65.5,pm0108_00_00_00,,1f16cKymt-b4WyDzwZERzLi_OlQFEhwSA,Pokémon-Icon_108
136,0109,ドガース,,1,00,00,00,,ドガース,どく,poison,なし,none,40,65,95,60,45,35,340,ふゆう,かがくへんかガス,あくしゅう,1,pm0109_00_00_00,,14FdQH_uuuBYaEbZHTqh1n4LvGWN8iQpA,Pokémon-Icon_109
137,0110,マタドガス,原種,1,00,00,00,,マタドガス(原種),どく,poison,なし,none,65,90,120,85,70,60,490,ふゆう,かがくへんかガス,あくしゅう,9.5,pm0110_00_00_00,,1EApCfIkjeWjeWzEukBbAb7aA7E6H-FZl,Pokémon-Icon_110
138,0110,マタドガス,ガラルのすがた,8,00,31,00,a,マタドガス(ガラルのすがた),どく,poison,フェアリー,fairy,65,90,120,85,70,60,490,ふゆう,かがくへんかガス,ミストメイカー,16,pm0110_00_31_00,,1SNSbUQRt1J8iw4hYEodwXlyP6_Ng6iSo,Pokémon-Icon_110a
139,0111,サイホーン,,1,00,00,00,,サイホーン,じめん,ground,いわ,rock,80,85,95,30,30,25,345,ひらいしん,いしあたま,すてみ,115,pm0111_00_00_00,,14R8aTdBUGqVJ5SH2fnFNjzeIEIJltNCA,Pokémon-Icon_111
140,0112,サイドン,,1,00,00,00,,サイドン,じめん,ground,いわ,rock,105,130,120,45,45,40,485,ひらいしん,いしあたま,すてみ,120,pm0112_00_00_00,,1FnYSVSPH4nQbzM6PA68HU45dgXW8h4e3,Pokémon-Icon_112
141,0113,ラッキー,,1,00,00,00,,ラッキー,ノーマル,normal,なし,none,250,5,5,35,105,50,450,しぜんかいふく,てんのめぐみ,いやしのこころ,34.6,pm0113_00_00_00,1DFeY_mnRjOZ6pSRuEQ8IcFJ_SrjwAwEP,1GRTbYglHCNho5rwxSJwa6yFTld5lK0l3,Pokémon-Icon_113
142,0114,モンジャラ,,1,00,00,00,,モンジャラ,くさ,grass,なし,none,65,55,115,100,40,60,435,ようりょくそ,リーフガード,さいせいりょく,35,pm0114_00_00_00,,1mJR3ScDWcEqpMVlD4QUGLTZV91S0Gy3C,Pokémon-Icon_114
143,0115,ガルーラ,,1,00,00,00,,ガルーラ,ノーマル,normal,なし,none,105,95,80,40,80,90,490,はやおき,きもったま,せいしんりょく,80,pm0115_00_00_00,,10iZOwa6OlrKJR5Sa-fcAgO0vHpWV2fjo,Pokémon-Icon_115
144,0116,タッツー,,1,00,00,00,,タッツー,みず,water,なし,none,30,40,70,70,25,60,295,すいすい,スナイパー,しめりけ,8,pm0116_00_00_00,,1Y8ArgWoxCMgjbuGqwlKzVW7uixhH-7HS,Pokémon-Icon_116
145,0117,シードラ,,1,00,00,00,,シードラ,みず,water,なし,none,55,65,95,95,45,85,440,どくのトゲ,スナイパー,しめりけ,25,pm0117_00_00_00,,1OuKnsGmRJZUCsZczVKJSFGZ8ceQa2MIw,Pokémon-Icon_117
146,0118,トサキント,,1,00,00,00,,トサキント,みず,water,なし,none,45,67,60,35,50,63,320,すいすい,みずのベール,ひらいしん,15,pm0118_00_00_00,,1QQ0737cHT1ylIVIh3RM8hrJrqQ_DviWs,Pokémon-Icon_118
147,0119,アズマオウ,,1,00,00,00,,アズマオウ,みず,water,なし,none,80,92,65,65,80,68,450,すいすい,みずのベール,ひらいしん,39,pm0119_00_00_00,,18xsf7IhtFcuhURmC_aTJzjIGQeQgKBZN,Pokémon-Icon_119
148,0120,ヒトデマン,,1,00,00,00,,ヒトデマン,みず,water,なし,none,30,45,55,70,55,85,340,はっこう,しぜんかいふく,アナライズ,34.5,pm0120_00_00_00,,1D-7sAYfu1-4M28eqOrsRmnFHLFc0yMmo,Pokémon-Icon_120
149,0121,スターミー,,1,00,00,00,,スターミー,みず,water,エスパー,psychic,60,75,85,100,85,115,520,はっこう,しぜんかいふく,アナライズ,80,pm0121_00_00_00,,1QSqaq6uZm0jCDqyifjHlaUcpaE0w5YVf,Pokémon-Icon_121
150,0122,バリヤード,原種,1,00,00,00,,バリヤード(原種),エスパー,psychic,フェアリー,fairy,40,45,65,100,120,90,460,ぼうおん,フィルター,テクニシャン,54.5,pm0122_00_00_00,,1VIrxGwaGnXwiOwsp1IMboIuK4FdOh-54,Pokémon-Icon_122
151,0122,バリヤード,ガラルのすがた,8,00,31,00,a,バリヤード(ガラルのすがた),こおり,ice,エスパー,psychic,50,65,65,90,90,100,460,やるき,バリアフリー,アイスボディ,56.8,pm0122_00_31_00,,1flf6jdlUIJ1lEQ21LfnYBWnVE32Nbddw,Pokémon-Icon_122a
152,0123,ストライク,,1,00,00,00,,ストライク,むし,bug,ひこう,flying,70,110,80,55,80,105,500,むしのしらせ,テクニシャン,ふくつのこころ,56,pm0123_00_00_00,1PCgGmry47Z9S_JWodgG4SNNFu32jV0YW,1qKByjB3JqScTL-X0fQOieLsJNCqAkXK0,Pokémon-Icon_123
153,0124,ルージュラ,,1,00,00,00,,ルージュラ,こおり,ice,エスパー,psychic,65,50,35,115,95,95,455,どんかん,よちむ,かんそうはだ,40.6,pm0124_00_00_00,,1bDMcMGnEbDFfg37Rr0bGaBuHkpTQnNEj,Pokémon-Icon_124
154,0125,エレブー,,1,00,00,00,,エレブー,でんき,electric,なし,none,65,83,57,95,85,105,490,せいでんき,,やるき,30,pm0125_00_00_00,,1AcLjSKvmoSzAtbW_QpbaDvEPxjGRnTL3,Pokémon-Icon_125
155,0126,ブーバー,,1,00,00,00,,ブーバー,ほのお,fire,なし,none,65,95,57,100,85,93,495,ほのおのからだ,,やるき,44.5,pm0126_00_00_00,,1oCUNvlIQ2A07KFoIL377fRxhldQxGksq,Pokémon-Icon_126
156,0127,カイロス,,1,00,00,00,,カイロス,むし,bug,なし,none,65,125,100,55,70,85,500,かいりきバサミ,かたやぶり,じしんかじょう,55,pm0127_00_00_00,,10plT8juub2JA45cbzRLIuXVg3hThyzQY,Pokémon-Icon_127
157,0128,ケンタロス,原種,1,00,00,00,,ケンタロス(原種),ノーマル,normal,なし,none,75,100,95,40,70,110,490,いかく,いかりのつぼ,ちからずく,88.4,pm0128_00_00_00,1yWupNWSEw8qHmyEvHmYyjEffIt004i6K,1QXpuvRwPqzeDI_tJ3xgusWHcx77yL4eN,Pokémon-Icon_128
158,0128,ケンタロス,パルデアのすがた単,9,11,51,00,a,ケンタロス(パルデアのすがた単),かくとう,fighting,なし,none,75,110,105,30,70,100,490,いかく,いかりのつぼ,ちからずく,115,pm0129_00_00_00,1Pk1bgaAviJ0Hzvjo387GCLM46Ji4xOnz,1sMsYQzTVAVStFRvxhpk3Ku-URS9rLalw,Pokémon-Icon_128a
159,0128,ケンタロス,パルデアのすがた炎,9,12,51,00,b,ケンタロス(パルデアのすがた炎),かくとう,fighting,ほのお,fire,75,110,105,30,70,100,490,いかく,いかりのつぼ,ちからずく,85,pm0130_00_00_00,1hj1cEdjE6bkOPSv3Bn7pqt9RQ0ocXJNm,185By0Ypt2JUMPZ51CpQTZBBYsGtsa6aI,Pokémon-Icon_128b
160,0128,ケンタロス,パルデアのすがた水,9,13,51,00,c,ケンタロス(パルデアのすがた水),かくとう,fighting,みず,water,75,110,105,30,70,100,490,いかく,いかりのつぼ,ちからずく,110,pm0131_00_00_00,,1WfL7RZDAIS2-29aVpYRMgAqykcc673ky,Pokémon-Icon_128c
161,0129,コイキング,,1,00,00,00,,コイキング,みず,water,なし,none,20,10,55,15,20,80,200,すいすい,,びびり,10,pm0132_00_00_00,12eO9iVwdhTjN_ohMe1GAVeDjy-TIyqeh,15eHgNs65yfnkZHyv6HiOyuP8tz1ncnnb,Pokémon-Icon_129
162,0130,ギャラドス,,1,00,00,00,,ギャラドス,みず,water,ひこう,flying,95,125,79,60,100,81,540,いかく,,じしんかじょう,235,pm0133_00_00_00,1zfLM3fB-nh0AY_w0kgvFA6edoBluBE6K,1mZHd9130FMMBBC4_JKRFETNC1Q1lIPth,Pokémon-Icon_130
163,0131,ラプラス,,1,00,00,00,,ラプラス,みず,water,こおり,ice,130,85,80,85,95,60,535,ちょすい,シェルアーマー,うるおいボディ,220,pm0134_00_00_00,17gv1QlkVPBtJpL-gxbBvYKdL5nDlwHZB,1bXC6IO4EWieUpnFcjoZoUJUqpHhEAKjf,Pokémon-Icon_131
164,0132,メタモン,,1,00,00,00,,メタモン,ノーマル,normal,なし,none,48,48,48,48,48,48,288,じゅうなん,,かわりもの,4,pm0135_00_00_00,1djh-qRafjy5w9zscAfNlyE3DsnDVDgm3,1_ctejA9EKwKfCJM849G1HtUjg-8COkCR,Pokémon-Icon_132
165,0133,イーブイ,,1,00,00,00,,イーブイ,ノーマル,normal,なし,none,55,55,50,45,65,55,325,にげあし,てきおうりょく,きけんよち,6.5,pm0136_00_00_00,1uVH1q4D4p0nvcyW43x-LIaPn7Z7sEUf9,16w6_022P3VcJEWDwatIk8dPp-yNt7MNY,Pokémon-Icon_133
166,0134,シャワーズ,,1,00,00,00,,シャワーズ,みず,water,なし,none,130,65,60,110,95,65,525,ちょすい,,うるおいボディ,29,pm0137_00_00_00,,1PyJG1AuInHTjIE27wLdjJGwwnykYQDjZ,Pokémon-Icon_134
167,0135,サンダース,,1,00,00,00,,サンダース,でんき,electric,なし,none,65,65,60,110,95,130,525,ちくでん,,はやあし,24.5,pm0138_00_00_00,,1wvDPJsOFZkUtkrBlg3P-zELA4gdmEAWe,Pokémon-Icon_135
168,0136,ブースター,,1,00,00,00,,ブースター,ほのお,fire,なし,none,65,130,60,95,110,65,525,もらいび,,こんじょう,25,pm0139_00_00_00,,1S_yLTTu2yEC0kvIjxlW3VeFXlPKIDjeN,Pokémon-Icon_136
169,0137,ポリゴン,,1,00,00,00,,ポリゴン,ノーマル,normal,なし,none,65,60,70,85,75,40,395,トレース,ダウンロード,アナライズ,36.5,pm0140_00_00_00,,1OTfBJZlmQCRb0uXpJnTu9rVy7pT6WbKQ,Pokémon-Icon_137
170,0138,オムナイト,,1,00,00,00,,オムナイト,いわ,rock,みず,water,35,40,100,90,55,35,355,すいすい,シェルアーマー,くだけるよろい,7.5,pm0141_00_00_00,,1Jk0na-L5eNWyp3lB81GHD6H1pnBnNDcv,Pokémon-Icon_138
171,0139,オムスター,,1,00,00,00,,オムスター,いわ,rock,みず,water,70,60,125,115,70,55,495,すいすい,シェルアーマー,くだけるよろい,35,pm0142_00_00_00,,15QOMkrGJfm4zHDns6h00N7QrAS-Wz_KW,Pokémon-Icon_139
172,0140,カブト,,1,00,00,00,,カブト,いわ,rock,みず,water,30,80,90,55,45,55,355,すいすい,カブトアーマー,くだけるよろい,11.5,pm0143_00_00_00,,1PHLe0DdYe8KsBojFQH8OhYnWVX04N0oj,Pokémon-Icon_140
173,0141,カブトプス,,1,00,00,00,,カブトプス,いわ,rock,みず,water,60,115,105,65,70,80,495,すいすい,カブトアーマー,くだけるよろい,40.5,pm0144_00_00_00,1KNg8nMOO33MrLRFt0hAxbhTGd1KCsiBr,13VbxMHXndK9-pycJVWkXLj1MIvxCiWOK,Pokémon-Icon_141
174,0142,プテラ,,1,00,00,00,,プテラ,いわ,rock,ひこう,flying,80,105,65,60,75,130,515,いしあたま,プレッシャー,きんちょうかん,59,pm0144_00_31_00,12B0UOTUZpsuL_G4hm5WjSurqc5QVnVra,1uLGIqGRX9NxIQxT4RF_ibeV9ugl2tKEl,Pokémon-Icon_142
175,0143,カビゴン,,1,00,00,00,,カビゴン,ノーマル,normal,なし,none,160,110,65,65,110,30,540,めんえき,あついしぼう,くいしんぼう,460,pm0145_00_00_00,1oj9CjLvNGM1ej2x-6K-5ht4sF2GoPSpY,1gVvB_yFKlmEVTgcAzk4Aj8j7npQ3t57s,Pokémon-Icon_143
176,0144,フリーザー,原種,1,00,00,00,,フリーザー(原種),こおり,ice,ひこう,flying,90,85,100,95,125,85,580,プレッシャー,,ゆきがくれ,55.4,pm0145_00_31_00,1GzAXH87rJQ46MvTVTVi-X0BCvaG8uhFV,1uoXExNnGITXuN2001EqXzTc5TaxTk3hN,Pokémon-Icon_144
177,0144,フリーザー,ガラルのすがた,8,00,31,00,a,フリーザー(ガラルのすがた),エスパー,psychic,ひこう,flying,90,85,85,125,100,95,580,かちき,,,50.9,pm0146_00_00_00,1oGz65GB9VRkmoHqlCzbj1isgVxBPO6fZ,1oVNPPlG-qPovcshLHc8iWb4TbCdhiUER,Pokémon-Icon_144a
178,0145,サンダー,原種,1,00,00,00,,サンダー(原種),でんき,electric,ひこう,flying,90,90,85,125,90,100,580,プレッシャー,,せいでんき,52.6,pm0146_00_31_00,1SKxrb0KlOZfaBTq7zv5fCcdNr_VPkmB7,1pKshAMIbUvCC4M-flVFbKuHCPJNKxxgo,Pokémon-Icon_145
179,0145,サンダー,ガラルのすがた,8,00,31,00,a,サンダー(ガラルのすがた),かくとう,fighting,ひこう,flying,90,125,90,85,90,100,580,まけんき,,,58.2,pm0147_00_00_00,14jYee2GtSSSwNgNNy6FigHV58dEqQT8c,1mT7rHF0QLDWjEopeo9A3GadKB84tMX53,Pokémon-Icon_145a
180,0146,ファイヤー,原種,1,00,00,00,,ファイヤー(原種),ほのお,fire,ひこう,flying,90,100,90,125,85,90,580,プレッシャー,,ほのおのからだ,60,pm0148_00_00_00,1JyIeTyfBbN_I7DNR_4m914xtxBWO55D5,1wCtFYP1df1VrPwoWNrPxzKgPuHWwoj7F,Pokémon-Icon_146
181,0146,ファイヤー,ガラルのすがた,8,00,31,00,a,ファイヤー(ガラルのすがた),あく,dark,ひこう,flying,90,85,90,100,125,90,580,ぎゃくじょう,,,66,pm0149_00_00_00,1swhThrpUkKSkfuSrdLhRAjuFushyp3EU,13-2roTySxvaG_uxI8XtOB2Sn3aw801F5,Pokémon-Icon_146a
182,0147,ミニリュウ,,1,00,00,00,,ミニリュウ,ドラゴン,dragon,なし,none,41,64,45,50,50,50,300,だっぴ,,ふしぎなうろこ,3.3,pm0150_00_00_00,1iFw2MJQ4hL9qfPz9lU-rK6ML1CxQpTDA,1KLJC4sFEb9Vx7bJUim8bn9Fst63hee9t,Pokémon-Icon_147
183,0148,ハクリュー,,1,00,00,00,,ハクリュー,ドラゴン,dragon,なし,none,61,84,65,70,70,70,420,だっぴ,,ふしぎなうろこ,16.5,pm0151_00_00_00,1pqIzABJTK4XtmPq0eDpW5FiQdf1KgAcN,11ZZET6FPHbiZNDyOD_iCeCnOEMjrw7mf,Pokémon-Icon_148
